No.,Time,Source,Destination,Protocol,Length,Info,MitM
567,140.411444,192.168.159.152,192.168.159.153,FTP,103,Response: 250 Directory successfully changed.,TRUE
568,140.411552,192.168.159.152,192.168.159.153,TCP,103,"[TCP Retransmission] 21  >  38128 [PSH, ACK] Seq=180 Ack=86 Win=29056 Len=37 TSval=52192 TSecr=1279607224",TRUE
569,140.411934,192.168.159.153,192.168.159.152,FTP,74,Request: TYPE A,TRUE
570,140.411938,192.168.159.153,192.168.159.152,TCP,74,"[TCP Retransmission] 38128  >  21 [PSH, ACK] Seq=86 Ack=217 Win=29312 Len=8 TSval=1279607224 TSecr=52192",TRUE
571,140.412044,192.168.159.152,192.168.159.153,FTP,96,Response: 200 Switching to ASCII mode.,TRUE
572,140.412154,192.168.159.152,192.168.159.153,TCP,96,"[TCP Retransmission] 21  >  38128 [PSH, ACK] Seq=217 Ack=94 Win=29056 Len=30 TSval=52193 TSecr=1279607224",TRUE
573,140.412408,192.168.159.153,192.168.159.152,FTP,72,Request: PASV,TRUE
574,140.412495,192.168.159.153,192.168.159.152,TCP,72,"[TCP Retransmission] 38128  >  21 [PSH, ACK] Seq=94 Ack=247 Win=29312 Len=6 TSval=1279607225 TSecr=52193",TRUE
575,140.413164,192.168.159.152,192.168.159.153,FTP,119,"Response: 227 Entering Passive Mode (192,168,159,152,156,74).",TRUE
576,140.413169,192.168.159.152,192.168.159.153,TCP,119,"[TCP Retransmission] 21  >  38128 [PSH, ACK] Seq=247 Ack=100 Win=29056 Len=53 TSval=52193 TSecr=1279607225",TRUE
577,140.413508,192.168.159.153,192.168.159.152,FTP,84,Request: STOR Users1.html,TRUE
578,140.413513,192.168.159.153,192.168.159.152,TCP,84,"[TCP Retransmission] 38128  >  21 [PSH, ACK] Seq=100 Ack=300 Win=29312 Len=18 TSval=1279607226 TSecr=52193",TRUE
579,140.413514,192.168.159.153,192.168.159.152,TCP,74,"55835  >  40010 [SYN, ECE, CWR] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=1279607226 TSecr=0 WS=4",TRUE
580,140.413579,192.168.159.153,192.168.159.152,TCP,74,"[TCP Retransmission] 55835  >  40010 [SYN, ECE, CWR] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM TSval=1279607226 TSecr=0 WS=4",TRUE
581,140.413788,192.168.159.152,192.168.159.153,TCP,74,"40010  >  55835 [SYN, ACK, ECE] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=52193 TSecr=1279607226 WS=128",TRUE
582,140.41379,192.168.159.152,192.168.159.153,TCP,74,"[TCP Retransmission] 40010  >  55835 [SYN, ACK, ECE] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=52193 TSecr=1279607226 WS=128",TRUE
583,140.413865,192.168.159.153,192.168.159.152,TCP,66,55835  >  40010 [ACK] Seq=1 Ack=1 Win=29200 Len=0 TSval=1279607226 TSecr=52193,TRUE
584,140.414002,192.168.159.153,192.168.159.152,FTP-DATA/XML,1514,FTP Data: 1448 bytes (PASV) (STOR Users1.html),TRUE
585,140.414029,192.168.159.153,192.168.159.152,FTP-DATA,1514,FTP Data: 1448 bytes (PASV) (STOR Users1.html),TRUE
586,140.414032,192.168.159.153,192.168.159.152,FTP-DATA,1514,FTP Data: 1448 bytes (PASV) (STOR Users1.html),TRUE
587,140.414046,192.168.159.153,192.168.159.152,FTP-DATA,1514,FTP Data: 1448 bytes (PASV) (STOR Users1.html),TRUE
588,140.414051,192.168.159.153,192.168.159.152,FTP-DATA,1514,FTP Data: 1448 bytes (PASV) (STOR Users1.html),TRUE
589,140.414053,192.168.159.153,192.168.159.152,TCP,66,55835  >  40010 [ACK] Seq=1 Ack=1 Win=29200 Len=0 TSval=1279607226 TSecr=52193,TRUE
590,140.414054,192.168.159.153,192.168.159.152,FTP-DATA,1514,FTP Data: 1448 bytes (PASV) (STOR Users1.html),TRUE
591,140.414068,192.168.159.153,192.168.159.152,FTP-DATA,1514,FTP Data: 1448 bytes (PASV) (STOR Users1.html),TRUE
592,140.414071,192.168.159.153,192.168.159.152,FTP-DATA,1198,FTP Data: 1132 bytes (PASV) (STOR Users1.html),TRUE
593,140.414084,192.168.159.153,192.168.159.152,TCP,66,"55835  >  40010 [FIN, ACK] Seq=11269 Ack=1 Win=29200 Len=0 TSval=1279607227 TSecr=52193",TRUE
594,140.414086,192.168.159.153,192.168.159.152,TCP,1514,[TCP Out-Of-Order] 55835  >  40010 [ACK] Seq=1 Ack=1 Win=29200 Len=1448 TSval=1279607227 TSecr=52193,TRUE
595,140.414088,192.168.159.153,192.168.159.152,TCP,1514,[TCP Out-Of-Order] 55835  >  40010 [ACK] Seq=1449 Ack=1 Win=29200 Len=1448 TSval=1279607227 TSecr=52193,TRUE
596,140.41409,192.168.159.153,192.168.159.152,TCP,1514,[TCP Out-Of-Order] 55835  >  40010 [ACK] Seq=2897 Ack=1 Win=29200 Len=1448 TSval=1279607227 TSecr=52193,TRUE
597,140.414105,192.168.159.153,192.168.159.152,TCP,1514,[TCP Out-Of-Order] 55835  >  40010 [ACK] Seq=4345 Ack=1 Win=29200 Len=1448 TSval=1279607227 TSecr=52193,TRUE
598,140.414107,192.168.159.153,192.168.159.152,TCP,1514,[TCP Out-Of-Order] 55835  >  40010 [ACK] Seq=5793 Ack=1 Win=29200 Len=1448 TSval=1279607227 TSecr=52193,TRUE
599,140.414121,192.168.159.153,192.168.159.152,TCP,1514,[TCP Out-Of-Order] 55835  >  40010 [ACK] Seq=7241 Ack=1 Win=29200 Len=1448 TSval=1279607227 TSecr=52193,TRUE
600,140.414124,192.168.159.153,192.168.159.152,TCP,1514,[TCP Out-Of-Order] 55835  >  40010 [ACK] Seq=8689 Ack=1 Win=29200 Len=1448 TSval=1279607227 TSecr=52193,TRUE
601,140.414127,192.168.159.153,192.168.159.152,TCP,1198,"[TCP Out-Of-Order] 55835  >  40010 [PSH, ACK] Seq=10137 Ack=1 Win=29200 Len=1132 TSval=1279607227 TSecr=52193",TRUE
602,140.41414,192.168.159.153,192.168.159.152,TCP,66,"[TCP Retransmission] 55835  >  40010 [FIN, ACK] Seq=11269 Ack=1 Win=29200 Len=0 TSval=1279607227 TSecr=52193",TRUE
603,140.414215,192.168.159.152,192.168.159.153,TCP,66,40010  >  55835 [ACK] Seq=1 Ack=11269 Win=51584 Len=0 TSval=52193 TSecr=1279607227,TRUE
604,140.414217,192.168.159.152,192.168.159.153,TCP,66,[TCP Dup ACK 603#1] 40010  >  55835 [ACK] Seq=1 Ack=11269 Win=51584 Len=0 TSval=52193 TSecr=1279607227,TRUE
605,140.41483,192.168.159.152,192.168.159.153,FTP,88,Response: 150 Ok to send data.,TRUE
606,140.414838,192.168.159.152,192.168.159.153,TCP,88,"[TCP Retransmission] 21  >  38128 [PSH, ACK] Seq=300 Ack=118 Win=29056 Len=22 TSval=52193 TSecr=1279607226",TRUE
607,140.414921,192.168.159.152,192.168.159.153,TCP,66,"40010  >  55835 [FIN, ACK] Seq=1 Ack=11270 Win=51584 Len=0 TSval=52193 TSecr=1279607227",TRUE
608,140.414923,192.168.159.152,192.168.159.153,TCP,66,"[TCP Retransmission] 40010  >  55835 [FIN, ACK] Seq=1 Ack=11270 Win=51584 Len=0 TSval=52193 TSecr=1279607227",TRUE
609,140.414992,192.168.159.153,192.168.159.152,TCP,66,55835  >  40010 [ACK] Seq=11270 Ack=2 Win=29200 Len=0 TSval=1279607228 TSecr=52193,TRUE
610,140.41511,192.168.159.153,192.168.159.152,TCP,66,[TCP Dup ACK 609#1] 55835  >  40010 [ACK] Seq=11270 Ack=2 Win=29200 Len=0 TSval=1279607228 TSecr=52193,TRUE
611,140.415323,192.168.159.152,192.168.159.153,FTP,90,Response: 226 Transfer complete.,TRUE
612,140.415398,192.168.159.152,192.168.159.153,TCP,90,"[TCP Retransmission] 21  >  38128 [PSH, ACK] Seq=322 Ack=118 Win=29056 Len=24 TSval=52193 TSecr=1279607226",TRUE
613,140.415558,192.168.159.153,192.168.159.152,TCP,66,38128  >  21 [ACK] Seq=118 Ack=346 Win=29312 Len=0 TSval=1279607228 TSecr=52193,TRUE
614,140.415674,192.168.159.153,192.168.159.152,TCP,66,[TCP Dup ACK 613#1] 38128  >  21 [ACK] Seq=118 Ack=346 Win=29312 Len=0 TSval=1279607228 TSecr=52193,TRUE
615,141.183965,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
616,141.474052,VMware_eb:a7:b9,VMware_34:25:0e,ARP,60,192.168.159.152 is at 00:0c:29:eb:a7:b9,TRUE
617,141.700647,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
618,142.226861,VMware_eb:a7:b9,VMware_1b:ea:01,ARP,60,192.168.159.153 is at 00:0c:29:eb:a7:b9,TRUE
619,142.699658,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
620,143.305077,192.168.159.151,192.168.159.152,DNS,81,Standard query 0x4a43 A 3.ubuntu.pool.ntp.org,FALSE
621,143.305223,192.168.159.151,192.168.159.152,DNS,81,Standard query 0xd554 AAAA 3.ubuntu.pool.ntp.org,FALSE
622,143.474367,VMware_eb:a7:b9,VMware_34:25:0e,ARP,60,192.168.159.152 is at 00:0c:29:eb:a7:b9,TRUE
623,143.699636,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
624,144.135358,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
625,144.227112,VMware_eb:a7:b9,VMware_1b:ea:01,ARP,60,192.168.159.153 is at 00:0c:29:eb:a7:b9,TRUE
626,145.10086,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
627,145.152017,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
628,145.474649,VMware_eb:a7:b9,VMware_34:25:0e,ARP,60,192.168.159.152 is at 00:0c:29:eb:a7:b9,TRUE
629,146.09964,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
630,146.176124,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
631,146.22732,VMware_eb:a7:b9,VMware_1b:ea:01,ARP,60,192.168.159.153 is at 00:0c:29:eb:a7:b9,TRUE
632,147.099759,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
633,147.35303,192.168.159.153,192.168.159.152,TCP,66,"38124  >  21 [FIN, ACK] Seq=65 Ack=200 Win=29312 Len=0 TSval=1279614165 TSecr=47632",FALSE
634,147.353677,192.168.159.152,192.168.159.153,TCP,66,"21  >  38124 [FIN, ACK] Seq=200 Ack=66 Win=29056 Len=0 TSval=53928 TSecr=1279614165",TRUE
635,147.353774,192.168.159.150,192.168.159.152,ICMP,94,Redirect             (Redirect for host),TRUE
636,147.353777,192.168.159.152,192.168.159.153,TCP,66,"[TCP Retransmission] 21  >  38124 [FIN, ACK] Seq=200 Ack=66 Win=29056 Len=0 TSval=53928 TSecr=1279614165",TRUE
637,147.353855,192.168.159.153,192.168.159.152,TCP,66,38124  >  21 [ACK] Seq=66 Ack=201 Win=29312 Len=0 TSval=1279614166 TSecr=53928,FALSE
638,147.474852,VMware_eb:a7:b9,VMware_34:25:0e,ARP,60,192.168.159.152 is at 00:0c:29:eb:a7:b9,TRUE
639,148.22763,VMware_eb:a7:b9,VMware_1b:ea:01,ARP,60,192.168.159.153 is at 00:0c:29:eb:a7:b9,TRUE
640,148.300336,192.168.159.152,192.168.159.151,DNS,81,Standard query response 0xd554 Server failure AAAA 3.ubuntu.pool.ntp.org,FALSE
641,148.300365,192.168.159.152,192.168.159.151,DNS,81,Standard query response 0x4a43 Server failure A 3.ubuntu.pool.ntp.org,FALSE
642,148.300464,192.168.159.151,192.168.159.152,DNS,91,Standard query 0x388b A 3.ubuntu.pool.ntp.org.mydns.com,FALSE
643,148.300583,192.168.159.151,192.168.159.152,DNS,91,Standard query 0xb0c8 AAAA 3.ubuntu.pool.ntp.org.mydns.com,FALSE
644,148.30082,192.168.159.152,192.168.159.151,DNS,139,Standard query response 0xb0c8 No such name AAAA 3.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com,FALSE
645,148.300837,192.168.159.152,192.168.159.151,DNS,139,Standard query response 0x388b No such name A 3.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com,FALSE
646,148.301019,192.168.159.151,192.168.159.152,DNS,81,Standard query 0x0f7b A 2.ubuntu.pool.ntp.org,FALSE
647,148.301153,192.168.159.151,192.168.159.152,DNS,81,Standard query 0x2232 AAAA 2.ubuntu.pool.ntp.org,FALSE
648,148.301508,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
649,149.140908,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
650,149.299603,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
651,149.475121,VMware_eb:a7:b9,VMware_34:25:0e,ARP,60,192.168.159.152 is at 00:0c:29:eb:a7:b9,TRUE
652,150.14404,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
653,150.227912,VMware_eb:a7:b9,VMware_1b:ea:01,ARP,60,192.168.159.153 is at 00:0c:29:eb:a7:b9,TRUE
654,150.299627,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
655,151.168215,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
656,151.475342,VMware_eb:a7:b9,VMware_34:25:0e,ARP,60,192.168.159.152 is at 00:0c:29:eb:a7:b9,TRUE
657,151.701849,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
658,152.228132,VMware_eb:a7:b9,VMware_1b:ea:01,ARP,60,192.168.159.153 is at 00:0c:29:eb:a7:b9,TRUE
659,152.699681,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
660,153.306336,192.168.159.151,192.168.159.152,DNS,81,Standard query 0x0f7b A 2.ubuntu.pool.ntp.org,FALSE
661,153.306498,192.168.159.151,192.168.159.152,DNS,81,Standard query 0x2232 AAAA 2.ubuntu.pool.ntp.org,FALSE
662,153.429143,VMware_64:d8:25,VMware_1b:ea:01,ARP,42,Who has 192.168.159.152? Tell 192.168.159.151,FALSE
663,153.429633,VMware_1b:ea:01,VMware_64:d8:25,ARP,60,192.168.159.152 is at 00:0c:29:1b:ea:01,FALSE
664,153.475637,VMware_eb:a7:b9,VMware_34:25:0e,ARP,60,192.168.159.152 is at 00:0c:29:eb:a7:b9,TRUE
665,153.699706,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
666,154.146139,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
667,154.228352,VMware_eb:a7:b9,VMware_1b:ea:01,ARP,60,192.168.159.153 is at 00:0c:29:eb:a7:b9,TRUE
668,155.102399,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
669,155.171628,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
670,155.476098,VMware_eb:a7:b9,VMware_34:25:0e,ARP,60,192.168.159.152 is at 00:0c:29:eb:a7:b9,TRUE
671,156.09964,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
672,156.192026,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
673,156.228978,VMware_eb:a7:b9,VMware_1b:ea:01,ARP,60,192.168.159.153 is at 00:0c:29:eb:a7:b9,TRUE
674,156.90716,192.168.159.152,224.0.0.251,MDNS,87,"Standard query 0x0000 PTR _ipp._tcp.local, ""QM"" question PTR _ipps._tcp.local, ""QM"" question",FALSE
675,156.907975,192.168.142.1,224.0.0.251,MDNS,87,"Standard query 0x0000 PTR _ipp._tcp.local, ""QU"" question PTR _ipps._tcp.local, ""QU"" question",FALSE
676,157.099646,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
677,157.261819,fe80::20c:29ff:fe1b:ea01,ff02::fb,MDNS,107,"Standard query 0x0000 PTR _ipps._tcp.local, ""QM"" question PTR _ipp._tcp.local, ""QM"" question",FALSE
678,157.476248,VMware_eb:a7:b9,VMware_34:25:0e,ARP,60,192.168.159.152 is at 00:0c:29:eb:a7:b9,TRUE
679,157.627833,192.168.159.151,192.168.159.152,DNS,132,Standard query 0xcf87 PTR 1.0.a.e.b.1.e.f.f.f.9.2.c.0.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa,FALSE
680,157.627933,192.168.159.151,192.168.159.152,DNS,132,Standard query 0x32af PTR b.f.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,FALSE
681,157.628037,192.168.159.151,192.168.159.152,DNS,84,Standard query 0xe83d PTR 251.0.0.224.in-addr.arpa,FALSE
682,157.628455,192.168.159.152,192.168.159.151,DNS,181,Standard query response 0xcf87 No such name PTR 1.0.a.e.b.1.e.f.f.f.9.2.c.0.2.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa SOA 8.E.F.IP6.ARPA,FALSE
683,158.228935,VMware_eb:a7:b9,VMware_1b:ea:01,ARP,60,192.168.159.153 is at 00:0c:29:eb:a7:b9,TRUE
684,158.301895,192.168.159.152,192.168.159.151,DNS,81,Standard query response 0x2232 Server failure AAAA 2.ubuntu.pool.ntp.org,FALSE
685,158.301931,192.168.159.152,192.168.159.151,DNS,81,Standard query response 0x0f7b Server failure A 2.ubuntu.pool.ntp.org,FALSE
686,158.302053,192.168.159.151,192.168.159.152,DNS,91,Standard query 0x4630 A 2.ubuntu.pool.ntp.org.mydns.com,FALSE
687,158.302238,192.168.159.151,192.168.159.152,DNS,91,Standard query 0xcc36 AAAA 2.ubuntu.pool.ntp.org.mydns.com,FALSE
688,158.302708,192.168.159.152,192.168.159.151,DNS,139,Standard query response 0x4630 No such name A 2.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com,FALSE
689,158.302727,192.168.159.152,192.168.159.151,DNS,139,Standard query response 0xcc36 No such name AAAA 2.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com,FALSE
690,158.307825,192.168.159.151,192.168.159.152,DNS,81,Standard query 0x2cf7 A 0.ubuntu.pool.ntp.org,FALSE
691,158.308007,192.168.159.151,192.168.159.152,DNS,81,Standard query 0xd8c6 AAAA 0.ubuntu.pool.ntp.org,FALSE
692,158.308616,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
693,158.435317,VMware_eb:a7:b9,VMware_34:25:0e,ARP,60,192.168.159.152 is at 00:0c:29:1b:ea:01,TRUE
694,158.618194,192.168.159.151,192.168.159.152,DNS,86,Standard query 0xb1d4 PTR 1.142.168.192.in-addr.arpa,FALSE
695,158.61891,192.168.159.152,192.168.159.151,DNS,141,Standard query response 0xb1d4 No such name PTR 1.142.168.192.in-addr.arpa SOA 168.192.IN-ADDR.ARPA,FALSE
696,159.1517,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
697,159.307898,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
698,159.435895,VMware_eb:a7:b9,VMware_34:25:0e,ARP,60,192.168.159.152 is at 00:0c:29:1b:ea:01,TRUE
699,159.92391,VMware_eb:a7:b9,VMware_1b:ea:01,ARP,60,192.168.159.153 is at 00:0c:29:34:25:0e,TRUE
700,160.160026,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
701,160.307796,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
702,160.435976,VMware_eb:a7:b9,VMware_34:25:0e,ARP,60,192.168.159.152 is at 00:0c:29:1b:ea:01,TRUE
703,160.924314,VMware_eb:a7:b9,VMware_1b:ea:01,ARP,60,192.168.159.153 is at 00:0c:29:34:25:0e,TRUE
704,161.184184,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
705,161.436254,VMware_eb:a7:b9,VMware_34:25:0e,ARP,60,192.168.159.152 is at 00:0c:29:1b:ea:01,TRUE
706,161.617269,192.168.159.151,192.168.159.152,DNS,84,Standard query 0xe83d PTR 251.0.0.224.in-addr.arpa,FALSE
707,161.908708,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
708,161.924425,VMware_eb:a7:b9,VMware_1b:ea:01,ARP,60,192.168.159.153 is at 00:0c:29:34:25:0e,TRUE
709,162.436419,VMware_eb:a7:b9,VMware_34:25:0e,ARP,60,192.168.159.152 is at 00:0c:29:1b:ea:01,TRUE
710,162.617472,192.168.159.151,192.168.159.152,DNS,132,Standard query 0x32af PTR b.f.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,FALSE
711,162.90768,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
712,162.924664,VMware_eb:a7:b9,VMware_1b:ea:01,ARP,60,192.168.159.153 is at 00:0c:29:34:25:0e,TRUE
713,163.312356,192.168.159.151,192.168.159.152,DNS,81,Standard query 0x2cf7 A 0.ubuntu.pool.ntp.org,FALSE
714,163.312463,192.168.159.151,192.168.159.152,DNS,81,Standard query 0xd8c6 AAAA 0.ubuntu.pool.ntp.org,FALSE
715,163.907913,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
716,163.924872,VMware_eb:a7:b9,VMware_1b:ea:01,ARP,60,192.168.159.153 is at 00:0c:29:34:25:0e,TRUE
717,164.157,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
718,165.18396,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
719,165.508938,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
720,166.207947,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
721,166.507943,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
722,167.507649,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
723,167.62878,192.168.159.152,192.168.159.151,DNS,84,Standard query response 0xe83d Server failure PTR 251.0.0.224.in-addr.arpa,FALSE
724,167.628808,192.168.159.152,192.168.159.151,DNS,132,Standard query response 0x32af Server failure PTR b.f.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,FALSE
725,168.308798,192.168.159.152,192.168.159.151,DNS,81,Standard query response 0x2cf7 Server failure A 0.ubuntu.pool.ntp.org,FALSE
726,168.30883,192.168.159.152,192.168.159.151,DNS,81,Standard query response 0xd8c6 Server failure AAAA 0.ubuntu.pool.ntp.org,FALSE
727,168.308984,192.168.159.151,192.168.159.152,DNS,91,Standard query 0xfec2 A 0.ubuntu.pool.ntp.org.mydns.com,FALSE
728,168.309097,192.168.159.151,192.168.159.152,DNS,91,Standard query 0xdac4 AAAA 0.ubuntu.pool.ntp.org.mydns.com,FALSE
729,168.309374,192.168.159.152,192.168.159.151,DNS,139,Standard query response 0xfec2 No such name A 0.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com,FALSE
730,168.309384,192.168.159.152,192.168.159.151,DNS,139,Standard query response 0xdac4 No such name AAAA 0.ubuntu.pool.ntp.org.mydns.com SOA ubuntu.mydns.com,FALSE
731,168.618209,192.168.159.151,192.168.159.152,DNS,84,Standard query 0xe83d PTR 251.0.0.224.in-addr.arpa,FALSE
732,168.618341,192.168.159.151,192.168.159.152,DNS,132,Standard query 0x32af PTR b.f.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.0.2.0.f.f.ip6.arpa,FALSE
733,168.619441,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
734,169.162578,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
735,169.615862,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
736,170.176117,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
737,170.615753,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
738,171.200017,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
739,172.219799,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
740,173.220009,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
741,174.167854,VMware_eb:a7:b9,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.150,TRUE
742,174.219664,VMware_1b:ea:01,Broadcast,ARP,60,Who has 192.168.159.2? Tell 192.168.159.152,FALSE
